       gpst                      B                   L                    H            E(m/s)    N(m/s)   U(m/s) SatNum   DOP
    342224.0000      36.654933     117.089248      92.000000   10.4600    3.8600   -0.0900      15    0.6800
    342225.0000      36.654966     117.089361      92.000000   10.2300    3.7200   -0.0600      14    0.6800
    342226.0000      36.654998     117.089472      92.000000    9.9600    3.6000   -0.0400      15    0.6800
    342227.0000      36.655030     117.089582      92.000000    9.9100    3.5900   -0.0900      15    0.6500
    342228.0000      36.655062     117.089691      92.000000    9.8200    3.5700   -0.0600      16    0.6500
    342229.0000      36.655094     117.089801      92.000000    9.8100    3.5700   -0.0600      15    0.6500
    342230.0000      36.655127     117.089912      92.000000    9.9800    3.5900   -0.0500      17    0.6500
    342231.0000      36.655160     117.090026      92.000000   10.1700    3.5700   -0.0700      17    0.6500
    342232.0000      36.655192     117.090140      92.000000   10.1900    3.5200   -0.0300      16    0.6500
    342233.0000      36.655225     117.090254      92.000000   10.0000    3.6700   -0.0700      15    0.6500
    342234.0000      36.655259     117.090364      92.000000    9.7900    3.7300   -0.0600      15    0.6500
    342235.0000      36.655292     117.090472      92.000000    9.7600    3.6600   -0.0500      15    0.6500
    342236.0000      36.655325     117.090581      92.000000    9.7600    3.5700   -0.0300      15    0.6500
    342237.0000      36.655357     117.090687      92.000000    9.5400    3.5000   -0.1100      16    0.6800
    342238.0000      36.655387     117.090790      92.000000    9.1500    3.3100   -0.0400      15    0.6800
    342239.0000      36.655412     117.090877      92.000000    7.3600    2.6900   -0.0500      15    0.6800
    342240.0000      36.655432     117.090944      92.000000    5.9200    2.2100   -0.0500      15    0.6800
    342241.0000      36.655450     117.091004      92.000000    5.7500    2.1200   -0.0700      16    0.6500
    342242.0000      36.655468     117.091065      92.000000    5.8800    2.1100   -0.0100      15    0.6500
    342243.0000      36.655487     117.091134      92.000000    6.3500    2.2400   -0.0500      15    0.7200
    342244.0000      36.655510     117.091212      91.000000    7.0800    2.5500   -0.0600      15    0.7200
    342245.0000      36.655537     117.091303      91.000000    7.9200    2.8300   -0.0100      15    0.7200
    342246.0000      36.655566     117.091403      91.000000    8.7100    3.1600   -0.0700      16    0.6800
    342247.0000      36.655598     117.091510      91.000000    9.3700    3.3900   -0.0500      14    0.6500
    342248.0000      36.655630     117.091620      91.000000    9.6200    3.5300    0.0400      14    0.6800
    342249.0000      36.655660     117.091729      91.000000    9.5100    3.1700   -0.4700      13    0.6800
    342250.0000      36.655691     117.091833      91.000000    9.2400    3.5900    0.1900      13    0.6800
    342251.0000      36.655721     117.091933      91.000000    9.0300    3.2600   -0.0500      13    0.6700
    342252.0000      36.655749     117.092031      91.000000    8.9800    3.1800   -0.0400      13    0.7000
    342253.0000      36.655777     117.092129      91.000000    8.8900    3.1300   -0.0400      14    0.7000
    342254.0000      36.655805     117.092230      91.000000    9.2200    3.2800   -0.0600      17    0.6400
    342255.0000      36.655837     117.092338      91.000000    9.7400    3.5800   -0.0600      17    0.6500
    342256.0000      36.655872     117.092453      91.000000   10.3600    3.8300   -0.0400      16    0.6500
    342257.0000      36.655908     117.092571      91.000000   10.2800    3.8100   -0.0800      16    0.6500
    342258.0000      36.655942     117.092687      91.000000   10.1600    3.6700   -0.0300      14    0.6800
    342259.0000      36.655974     117.092799      91.000000    9.9600    3.5600   -0.0800      13    0.6800
    342260.0000      36.656005     117.092909      91.000000    9.8600    3.4600   -0.0500      13    0.6800
    342261.0000      36.656034     117.093017      91.000000    9.7500    3.3600   -0.0300      14    0.6800
    342262.0000      36.656064     117.093124      91.000000    9.6800    3.3500   -0.0500      13    0.6800
    342263.0000      36.656095     117.093232      91.000000    9.7700    3.4300   -0.0400      15    0.7100
    342263.0000      36.656095     117.093232      91.000000    9.7700    3.4300   -0.0400      15    0.7100
    342263.0000      36.656095     117.093232      91.000000    9.7700    3.4300   -0.0400      15    0.7100
    342264.0000      36.656127     117.093344      91.000000   10.1100    3.5800   -0.0500      14    0.7100
    342264.0000      36.656127     117.093344      91.000000   10.1100    3.5800   -0.0500      14    0.7100
    342265.0000      36.656160     117.093458      91.000000   10.2000    3.6700   -0.0600      13    0.7100
    342266.0000      36.656193     117.093572      91.000000   10.0000    3.6300   -0.0600      12    0.7600
    342267.0000      36.656225     117.093682      90.000000    9.7300    3.5500   -0.0500      13    0.8100
    342268.0000      36.656257     117.093789      90.000000    9.5500    3.5200   -0.0500      14    0.8200
    342269.0000      36.656288     117.093895      90.000000    9.5500    3.5300   -0.0400      15    0.7500
    342270.0000      36.656319     117.094000      90.000000    9.4700    3.4400   -0.0400      17    0.7000
    342271.0000      36.656350     117.094102      90.000000    9.2300    3.3300   -0.0400      17    0.6800
    342272.0000      36.656378     117.094201      90.000000    8.8200    3.1600   -0.0400      15    0.6800
    342273.0000      36.656406     117.094292      90.000000    8.0300    2.9800   -0.0400      15    0.6500
    342274.0000      36.656430     117.094368      90.000000    6.6300    2.6700   -0.0200      15    0.6700
    342275.0000      36.656451     117.094434      90.000000    6.0700    2.2900   -0.0300      15    0.7100
    342276.0000      36.656467     117.094486      90.000000    4.7200    1.5900   -0.0400      15    0.7100
    342277.0000      36.656479     117.094527      90.000000    3.7800    1.3200   -0.0200      15    0.7100
    342278.0000      36.656489     117.094559      90.000000    3.1000    1.0900   -0.0100      14    0.7300
    342279.0000      36.656494     117.094579      90.000000    1.7300    0.6000   -0.0300      14    0.6800
    342280.0000      36.656496     117.094584      90.000000    0.2800    0.1000    0.0000      15    0.6800
    342281.0000      36.656495     117.094583      90.000000    0.0000    0.0000    0.0000      15    0.6700
    342282.0000      36.656495     117.094581      90.000000    0.0000   -0.0000    0.0000      15    0.6700
    342283.0000      36.656494     117.094581      90.000000   -0.0100    0.0000   -0.0000      15    0.7000
    342284.0000      36.656494     117.094582      90.000000   -0.0000    0.0000    0.0000      15    0.7000
    342285.0000      36.656494     117.094583      90.000000   -0.0000   -0.0000   -0.0100      15    0.6700
    342286.0000      36.656494     117.094584      90.000000   -0.0000   -0.0000   -0.0100      15    0.6700
    342287.0000      36.656494     117.094584      90.000000   -0.0000   -0.0000    0.0000      14    0.6800
    342288.0000      36.656494     117.094584      90.000000   -0.0000    0.0100   -0.0000      14    0.6800
    342289.0000      36.656494     117.094584      90.000000    0.0000   -0.0100   -0.0000      14    0.7200
    342290.0000      36.656494     117.094584      90.000000   -0.0000    0.0100    0.0100      15    0.6800
    342291.0000      36.656493     117.094584      90.000000    0.0000   -0.0100    0.0000      15    0.6700
    342292.0000      36.656493     117.094583      90.000000    0.0000   -0.0000   -0.0000      14    0.6800
    342293.0000      36.656493     117.094583      90.000000   -0.0000    0.0000    0.0200      15    0.7300
    342294.0000      36.656492     117.094583      90.000000    0.0000   -0.0100   -0.0100      15    0.7000
    342295.0000      36.656492     117.094583      90.000000   -0.0000    0.0000   -0.0100      15    0.6700
    342296.0000      36.656492     117.094583      91.000000    0.0000    0.0000    0.0100      14    0.7000
    342297.0000      36.656492     117.094583      91.000000   -0.0000   -0.0000   -0.0000      15    0.6700
    342298.0000      36.656493     117.094583      91.000000   -0.0000    0.0100   -0.0100      15    0.6700
    342299.0000      36.656493     117.094583      91.000000    0.0000   -0.0000   -0.0000      15    0.6700
    342300.0000      36.656493     117.094583      91.000000    0.0000   -0.0000   -0.0000      15    0.6800
    342301.0000      36.656493     117.094583      91.000000   -0.0000   -0.0000   -0.0100      15    0.7000
    342302.0000      36.656493     117.094583      91.000000   -0.0000    0.0000    0.0000      15    0.6700
    342303.0000      36.656493     117.094583      91.000000   -0.0000    0.0100   -0.0000      15    0.6700
    342304.0000      36.656493     117.094583      91.000000   -0.0000   -0.0000   -0.0100      15    0.6700
    342305.0000      36.656494     117.094582      91.000000   -0.0000    0.0100    0.0100      15    0.6700
    342306.0000      36.656494     117.094582      91.000000   -0.0000   -0.0000   -0.0000      15    0.6700
    342307.0000      36.656494     117.094582      91.000000   -0.0000    0.0100    0.0000      15    0.7000
    342308.0000      36.656494     117.094582      91.000000   -0.0000    0.0000   -0.0100      15    0.6700
    342309.0000      36.656494     117.094582      91.000000   -0.0000    0.0000   -0.0000      15    0.6700
    342310.0000      36.656494     117.094582      91.000000    0.0000   -0.0000   -0.0100      15    0.6700
    342311.0000      36.656494     117.094582      91.000000   -0.0000    0.0100   -0.0000      15    0.6700
    342312.0000      36.656494     117.094582      91.000000   -0.0000   -0.0000    0.0000      15    0.6700
    342313.0000      36.656494     117.094582      91.000000   -0.0000    0.0100   -0.0100      15    0.6700
    342314.0000      36.656494     117.094582      91.000000    0.0000   -0.0000    0.0100      15    0.6700
    342315.0000      36.656494     117.094582      91.000000   -0.0000   -0.0000   -0.0200      15    0.6700
    342316.0000      36.656494     117.094582      91.000000   -0.0000    0.0100    0.0200      15    0.7000
    342317.0000      36.656493     117.094581      91.000000    0.0000   -0.0000   -0.0100      15    0.7000
    342318.0000      36.656494     117.094581      91.000000   -0.0000    0.0000   -0.0000      15    0.7000
    342319.0000      36.656494     117.094581      91.000000   -0.0000    0.0000   -0.0000      15    0.7000
    342320.0000      36.656494     117.094581      91.000000    0.0000    0.0000    0.0000      15    0.7000
    342321.0000      36.656494     117.094581      91.000000    0.0000    0.0000   -0.0000      15    0.7000
    342322.0000      36.656494     117.094581      91.000000   -0.0000   -0.0000   -0.0100      15    0.7000
    342323.0000      36.656494     117.094581      91.000000    0.0000    0.0100    0.0100      15    0.7000
    342324.0000      36.656494     117.094581      91.000000    0.0000   -0.0000    0.0000      15    0.7000
    342325.0000      36.656494     117.094580      91.000000   -0.0000    0.0000   -0.0100      15    0.7000
    342326.0000      36.656494     117.094580      91.000000    0.0000    0.0000    0.0100      15    0.7000
    342327.0000      36.656494     117.094580      91.000000   -0.0000    0.0000    0.0100      15    0.7000
    342328.0000      36.656495     117.094580      91.000000   -0.0000   -0.0000   -0.0100      15    0.7500
    342329.0000      36.656495     117.094580      91.000000    0.0000    0.0000    0.0100      15    0.7000
    342330.0000      36.656495     117.094580      91.000000    0.0000    0.0000    0.0000      15    0.7000
    342331.0000      36.656495     117.094580      91.000000   -0.0000   -0.0000   -0.0000      15    0.7000
    342332.0000      36.656495     117.094579      91.000000    0.0000    0.0000    0.0100      15    0.7000
    342333.0000      36.656495     117.094579      91.000000   -0.0000   -0.0000   -0.0000      15    0.7000
    342334.0000      36.656495     117.094579      91.000000   -0.0000   -0.0000   -0.0000      14    0.7300
    342335.0000      36.656495     117.094579      91.000000    0.0000    0.0000    0.0200      15    0.7000
    342336.0000      36.656495     117.094579      91.000000   -0.0000    0.0000    0.0100      15    0.7000
    342337.0000      36.656495     117.094579      91.000000   -0.0000   -0.0000   -0.0100      15    0.7000
    342338.0000      36.656495     117.094578      91.000000   -0.0000   -0.0000    0.0000      15    0.7000
    342339.0000      36.656495     117.094578      91.000000   -0.0000    0.0100   -0.0100      15    0.7000
    342340.0000      36.656495     117.094578      91.000000   -0.0000   -0.0000   -0.0100      15    0.7000
    342341.0000      36.656495     117.094578      91.000000   -0.0000    0.0000   -0.0000      15    0.7000
    342342.0000      36.656495     117.094578      91.000000    0.0000    0.0000    0.0100      15    0.7000
    342343.0000      36.656495     117.094578      91.000000    0.0000   -0.0000   -0.0000      15    0.7000
    342344.0000      36.656495     117.094578      91.000000   -0.0000    0.0000    0.0100      15    0.7000
    342345.0000      36.656495     117.094577      91.000000    0.0000   -0.0000   -0.0000      15    0.7000
    342346.0000      36.656495     117.094577      91.000000   -0.0000   -0.0000   -0.0000      15    0.7000
    342347.0000      36.656495     117.094577      91.000000    0.0000   -0.0100    0.0000      15    0.7000
    342348.0000      36.656495     117.094577      91.000000    0.0000   -0.0100    0.0000      15    0.7000
    342349.0000      36.656495     117.094576      91.000000   -0.0000   -0.0000    0.0000      15    0.6700
    342350.0000      36.656495     117.094576      91.000000    0.0000   -0.0000    0.0000      15    0.7000
    342351.0000      36.656496     117.094576      91.000000    0.0000   -0.0000    0.0100      15    0.7000
    342352.0000      36.656496     117.094575      91.000000    0.0000   -0.0000   -0.0000      15    0.7000
    342353.0000      36.656496     117.094575      91.000000    0.0000   -0.0000    0.0100      15    0.7000
    342354.0000      36.656496     117.094575      91.000000    0.0000   -0.0000    0.0000      15    0.7000
    342355.0000      36.656496     117.094575      91.000000    0.0000   -0.0000    0.0000      15    0.7000
    342356.0000      36.656496     117.094574      91.000000    0.0000   -0.0000    0.0000      15    0.7000
    342357.0000      36.656496     117.094574      91.000000    0.0000   -0.0100    0.0000      15    0.7000
    342358.0000      36.656497     117.094574      91.000000   -0.0000   -0.0000   -0.0100      15    0.7000
    342359.0000      36.656497     117.094574      91.000000   -0.0000    0.0000    0.0100      15    0.7000
    342360.0000      36.656497     117.094573      91.000000    0.0000    0.0000    0.0000      15    0.7000
    342361.0000      36.656497     117.094573      91.000000   -0.0000    0.0000   -0.0000      15    0.7000
    342362.0000      36.656496     117.094573      91.000000    0.0000    0.0000    0.0200      15    0.7000
    342363.0000      36.656496     117.094572      91.000000   -0.0000    0.0000    0.0100      15    0.7000
    342364.0000      36.656497     117.094572      91.000000    0.0000   -0.0100    0.0100      15    0.7000
    342365.0000      36.656497     117.094572      91.000000   -0.0000    0.0100    0.0100      15    0.7000
    342366.0000      36.656497     117.094572      91.000000   -0.0000    0.0100    0.0100      15    0.7000
    342367.0000      36.656497     117.094571      91.000000    0.0200    0.0100    0.0000      15    0.6700
    342368.0000      36.656498     117.094574      91.000000    0.3600    0.1200   -0.0000      14    0.6800
    342369.0000      36.656501     117.094583      91.000000    0.9700    0.3500   -0.0100      15    0.6700
    342370.0000      36.656507     117.094601      91.000000    1.7100    0.6000   -0.0000      15    0.7000
    342371.0000      36.656514     117.094627      91.000000    2.2500    0.8200   -0.0200      14    0.7000
    342372.0000      36.656522     117.094656      91.000000    2.3400    0.8400   -0.0200      15    0.7100
    342373.0000      36.656532     117.094689      91.000000    2.9300    1.0500   -0.0300      15    0.6700
    342374.0000      36.656545     117.094732      91.000000    4.0000    1.4700   -0.0100      15    0.6700
    342375.0000      36.656561     117.094783      91.000000    4.5700    1.7100   -0.0400      16    0.6700
    342376.0000      36.656579     117.094845      91.000000    5.6100    2.0200    0.0100      16    0.6700
    342377.0000      36.656602     117.094920      91.000000    6.7600    2.5800   -0.0500      15    0.6500
    342378.0000      36.656628     117.095005      91.000000    7.5100    2.8300   -0.0300      16    0.6500
    342379.0000      36.656656     117.095096      91.000000    7.8600    2.9400   -0.0200      15    0.6500
    342380.0000      36.656683     117.095188      91.000000    8.0900    3.0100   -0.0600      16    0.6500
    342381.0000      36.656709     117.095279      91.000000    8.1400    2.9700   -0.0500      15    0.6800
    342382.0000      36.656736     117.095370      91.000000    8.2000    3.0400   -0.0500      16    0.6600
    342383.0000      36.656763     117.095459      91.000000    7.9700    3.1000   -0.0100      15    0.6800
    342384.0000      36.656790     117.095541      91.000000    7.3300    2.9500    0.0100      16    0.6600
    342385.0000      36.656815     117.095618      91.000000    6.9100    2.7500    0.0100      16    0.6600
    342386.0000      36.656838     117.095691      91.000000    6.6900    2.5200   -0.0400      16    0.6600
    342387.0000      36.656862     117.095770      91.000000    7.2700    2.8500   -0.0600      16    0.6600
    342388.0000      36.656891     117.095859      91.000000    8.1900    3.3300    0.0200      17    0.6500
    342389.0000      36.656925     117.095960      91.000000    9.0500    3.6800   -0.0100      17    0.6500
    342390.0000      36.656959     117.096067      91.000000    9.2300    3.6600   -0.0000      17    0.6500
    342391.0000      36.656993     117.096175      91.000000    9.3800    3.6400    0.0100      17    0.6500
    342392.0000      36.657027     117.096285      91.000000    9.6800    3.8500   -0.0300      17    0.6500
    342393.0000      36.657063     117.096396      91.000000    9.9900    4.0500    0.0000      17    0.6500
    342394.0000      36.657101     117.096509      91.000000   10.1800    4.2200   -0.0400      17    0.6500
    342395.0000      36.657142     117.096626      91.000000   10.5100    4.5100    0.0500      17    0.6500
    342396.0000      36.657190     117.096746      91.000000   10.7900    5.4400   -0.0100      17    0.6500
    342397.0000      36.657241     117.096875      91.000000   11.6400    5.5600    0.0500      17    0.6300
    342398.0000      36.657291     117.097019      91.000000   13.1200    5.2500    0.0300      17    0.6500
    342399.0000      36.657340     117.097176      91.000000   14.0300    5.3700   -0.0200      17    0.6500
    342400.0000      36.657388     117.097344      91.000000   14.8500    5.4400    0.0300      17    0.6300
    342401.0000      36.657439     117.097516      91.000000   15.2300    5.8800   -0.1000      17    0.6500
    342402.0000      36.657497     117.097690      91.000000   15.3700    6.6800    0.1200      17    0.6300
    342403.0000      36.657562     117.097864      91.000000   15.6300    7.2200    0.2400      17    0.6500
    342404.0000      36.657630     117.098040      92.000000   15.9400    7.4600    0.1900      17    0.6500
    342405.0000      36.657699     117.098221      91.000000   16.2900    7.6600   -0.2200      17    0.6500
    342406.0000      36.657767     117.098404      91.000000   16.4100    7.5400   -0.0600      17    0.6300
    342407.0000      36.657834     117.098590      91.000000   16.8000    7.4200   -0.0200      17    0.6500
    342408.0000      36.657896     117.098783      91.000000   17.2600    6.9500    0.2000      17    0.6500
    342409.0000      36.657954     117.098977      91.000000   17.2700    6.5800   -0.0500      17    0.6500
    342410.0000      36.658010     117.099169      92.000000   17.0700    6.3600    0.1400      17    0.6500
    342411.0000      36.658065     117.099357      92.000000   16.7600    6.2800   -0.1600      17    0.6300
    342412.0000      36.658120     117.099544      92.000000   16.7800    6.1100    0.0500      17    0.6300
    342413.0000      36.658173     117.099730      92.000000   16.8000    5.9600    0.0400      17    0.6300
    342414.0000      36.658228     117.099919      92.000000   17.0300    6.0900   -0.0500      17    0.6500
    342415.0000      36.658283     117.100113      92.000000   17.4500    6.2100    0.1000      17    0.6500
    342416.0000      36.658340     117.100312      92.000000   17.7800    6.2100    0.1800      17    0.6500
    342417.0000      36.658394     117.100511      92.000000   17.6100    5.9400   -0.0500      17    0.6500
    342418.0000      36.658446     117.100707      92.000000   17.4300    5.6700    0.1800      17    0.6500
    342419.0000      36.658494     117.100901      92.000000   17.3500    5.3900    0.3300      17    0.6500
    342420.0000      36.658537     117.101095      92.000000   17.4000    4.7700    0.1400      17    0.6500
    342421.0000      36.658575     117.101288      93.000000   17.3200    4.2400    0.3200      17    0.6500
    342422.0000      36.658609     117.101478      93.000000   16.9900    3.7600    0.4000      17    0.6300
    342423.0000      36.658638     117.101663      93.000000   16.4100    3.2500    0.2700      17    0.6500
    342424.0000      36.658662     117.101839      94.000000   15.6900    2.7600    0.2900      17    0.6500
    342425.0000      36.658684     117.102008      94.000000   15.2100    2.3300    0.4700      17    0.6500
    342426.0000      36.658701     117.102172      95.000000   14.7500    1.8300    0.3900      17    0.6500
    342427.0000      36.658713     117.102331      95.000000   14.2400    1.3100    0.4000      17    0.6500
    342428.0000      36.658723     117.102484      95.000000   13.6100    1.1200    0.4100      17    0.6500
    342429.0000      36.658731     117.102629      95.000000   12.9100    0.8600    0.0900      17    0.6500
    342430.0000      36.658739     117.102768      96.000000   12.3200    0.8200    0.3800      17    0.6500
    342431.0000      36.658746     117.102897      96.000000   11.4700    0.6100    0.3400      17    0.6500
    342432.0000      36.658751     117.103014      96.000000   10.2500    0.5000    0.2300      17    0.6500
    342433.0000      36.658757     117.103117      97.000000    9.1900    0.4900    0.2500      17    0.6500
    342434.0000      36.658762     117.103211      97.000000    8.4400    0.5100    0.2500      17    0.6500
    342435.0000      36.658767     117.103300      97.000000    8.0100    0.4300    0.1700      17    0.6500
    342436.0000      36.658771     117.103383      97.000000    7.3400    0.3500    0.1500      17    0.6500
    342437.0000      36.658774     117.103460      97.000000    6.8300    0.2400    0.1200      17    0.6500
    342438.0000      36.658777     117.103532      97.000000    6.2700    0.2500    0.0400      17    0.6500
    342439.0000      36.658780     117.103597      97.000000    5.6300    0.2200   -0.0400      17    0.6500
    342440.0000      36.658783     117.103655      97.000000    5.0100    0.2500   -0.1300      17    0.6500
    342441.0000      36.658786     117.103708      97.000000    4.7100    0.1900    0.0200      17    0.6500
    342442.0000      36.658787     117.103760      97.000000    4.6700    0.1200    0.1400      17    0.6500
    342443.0000      36.658787     117.103817      98.000000    5.1300   -0.0700    0.1500      17    0.6500
    342444.0000      36.658786     117.103885      98.000000    6.1200   -0.2100    0.0900      17    0.6200
    342445.0000      36.658783     117.103964      98.000000    6.9700   -0.3700   -0.0100      17    0.6500
    342446.0000      36.658778     117.104053      98.000000    7.7900   -0.5500    0.0000      17    0.6500
    342447.0000      36.658770     117.104148      98.000000    8.2100   -0.8700    0.1100      17    0.6500
    342448.0000      36.658762     117.104241      98.000000    7.8400   -0.9200    0.2000      17    0.6500
    342449.0000      36.658754     117.104325      98.000000    7.2700   -0.8200    0.1800      17    0.6500
    342450.0000      36.658749     117.104404      98.000000    7.1400   -0.4800    0.0900      17    0.6300
    342451.0000      36.658746     117.104488      98.000000    7.9600   -0.3900    0.1100      17    0.6500
    342452.0000      36.658745     117.104580      99.000000    8.3300   -0.2300    0.0800      17    0.6300
    342453.0000      36.658745     117.104672      99.000000    8.1000   -0.0900    0.0700      17    0.6300
    342454.0000      36.658746     117.104762      99.000000    7.8100    0.0900    0.0700      17    0.6300
    342455.0000      36.658747     117.104846      99.000000    7.3400    0.0500    0.1300      17    0.6300
    342456.0000      36.658748     117.104923      99.000000    6.8100    0.1700    0.1000      17    0.6300
    342457.0000      36.658750     117.104995      99.000000    6.4300    0.1600    0.0700      17    0.6300
    342458.0000      36.658750     117.105062      99.000000    6.0800    0.1000    0.0700      17    0.6300
    342459.0000      36.658751     117.105126      99.000000    5.7700    0.1400    0.0100      17    0.6300
    342460.0000      36.658751     117.105183      99.000000    4.9100    0.1200   -0.0000      17    0.6300
    342461.0000      36.658752     117.105232      99.000000    4.3600    0.1000    0.0500      17    0.6300
    342462.0000      36.658753     117.105278      99.000000    4.1400    0.0900    0.0000      17    0.6300
    342463.0000      36.658754     117.105324      99.000000    4.1300    0.1200   -0.0200      17    0.6300
    342464.0000      36.658756     117.105372      99.000000    4.3000    0.1700   -0.0100      17    0.6300
    342465.0000      36.658757     117.105423      99.000000    4.6000    0.1800    0.0500      17    0.6300
    342466.0000      36.658760     117.105482      99.000000    5.1700    0.2800    0.1800      17    0.6300
    342467.0000      36.658763     117.105550      99.000000    6.0400    0.3600    0.1900      17    0.6300
    342468.0000      36.658766     117.105620     100.000000    6.0300    0.3900    0.0500      17    0.6300
    342469.0000      36.658770     117.105691     100.000000    6.1800    0.4000   -0.0200      17    0.6300
    342470.0000      36.658774     117.105754     100.000000    5.3400    0.4900    0.0500      17    0.6300
    342471.0000      36.658780     117.105815      99.000000    5.4700    0.8400   -0.0100      17    0.6300
    342472.0000      36.658789     117.105881      99.000000    6.2900    0.8900   -0.0100      17    0.6300
    342473.0000      36.658799     117.105959      99.000000    7.2200    1.2500    0.0900      17    0.6300
    342474.0000      36.658812     117.106050     100.000000    8.2000    1.4800   -0.0100      17    0.6300
    342475.0000      36.658828     117.106154      99.000000    9.2100    1.7100   -0.0400      17    0.6300
    342476.0000      36.658844     117.106269      99.000000   10.1100    1.9000    0.0100      17    0.6300
    342477.0000      36.658861     117.106388      99.000000   10.3700    1.7600   -0.1500      17    0.6300
    342478.0000      36.658875     117.106514      99.000000   11.3600    1.6700   -0.1200      17    0.6300
    342479.0000      36.658888     117.106650      99.000000   12.2700    1.3800   -0.2400      17    0.6300
    342480.0000      36.658895     117.106797      99.000000   13.2200    0.8200   -0.0600      16    0.6500
    342481.0000      36.658900     117.106948      99.000000   13.3600    0.6600    0.0900      16    0.6500
    342482.0000      36.658905     117.107095      99.000000   13.0200    0.7600    0.1000      16    0.6500
    342483.0000      36.658911     117.107235      99.000000   12.4000    0.7100   -0.1500      16    0.6500
    342484.0000      36.658916     117.107375      99.000000   12.8100    0.4600   -0.0700      16    0.6500
    342485.0000      36.658921     117.107521      99.000000   13.4300    0.5700   -0.0100      16    0.6500
    342486.0000      36.658926     117.107677      99.000000   14.1800    0.5600   -0.2200      16    0.6500
    342487.0000      36.658931     117.107836      99.000000   14.1200    0.6100   -0.0600      16    0.6500
    342488.0000      36.658937     117.107994      99.000000   14.0100    0.6900    0.1900      16    0.6300
    342489.0000      36.658944     117.108149      99.000000   13.7500    0.7400   -0.1200      16    0.6500
    342490.0000      36.658950     117.108300      99.000000   13.4700    0.7400   -0.0000      17    0.6300
    342491.0000      36.658956     117.108448      99.000000   13.4000    0.6600    0.0700      17    0.6300
    342492.0000      36.658961     117.108594      99.000000   13.1600    0.5500   -0.1300      17    0.6300
    342493.0000      36.658967     117.108737      99.000000   12.9000    0.6900   -0.0000      17    0.6500
    342494.0000      36.658973     117.108879      99.000000   12.7500    0.6800    0.0800      17    0.6500
    342495.0000      36.658980     117.109020      98.000000   12.7000    0.8800   -0.1900      17    0.6500
    342496.0000      36.658991     117.109164      98.000000   13.0400    1.3800   -0.0200      17    0.6500
    342497.0000      36.659005     117.109313      99.000000   13.3900    1.4100    0.1700      17    0.6500
    342498.0000      36.659016     117.109467      98.000000   13.8400    1.1400   -0.2100      17    0.6500
    342499.0000      36.659026     117.109628      98.000000   14.3100    1.0100   -0.1600      17    0.6500
    342500.0000      36.659034     117.109788      98.000000   14.1200    0.8900   -0.4000      17    0.6300
    342501.0000      36.659040     117.109945      98.000000   13.9800    0.7600    0.0300      17    0.6300
    342502.0000      36.659046     117.110102      98.000000   14.1700    0.7100    0.3300      17    0.6500
    342503.0000      36.659051     117.110261      98.000000   14.3300    0.6600    0.2300      17    0.6300
    342504.0000      36.659056     117.110422      99.000000   14.4400    0.6000    0.0300      17    0.6300
    342505.0000      36.659062     117.110586      99.000000   14.8300    0.6600    0.0900      17    0.6300
    342506.0000      36.659069     117.110751      99.000000   14.6600    0.6900    0.0700      17    0.6300
    342507.0000      36.659075     117.110913      99.000000   14.4300    0.6200   -0.1500      17    0.6300
    342508.0000      36.659081     117.111076      98.000000   14.6400    0.6500    0.0300      17    0.6300
    342509.0000      36.659087     117.111242      99.000000   14.9900    0.7700    0.1700      17    0.6500
    342510.0000      36.659095     117.111413      99.000000   15.3900    0.8600    0.0200      17    0.6500
    342511.0000      36.659103     117.111588      99.000000   15.7400    0.8300    0.0800      17    0.6500
    342512.0000      36.659111     117.111768      99.000000   16.1000    0.8200    0.0700      15    0.6500
    342513.0000      36.659120     117.111952      99.000000   16.3700    0.9000    0.0100      16    0.6300
    342514.0000      36.659131     117.112137      99.000000   16.5500    1.2900    0.2600      17    0.6300
    342515.0000      36.659144     117.112322     100.000000   16.5000    1.3800    0.4100      17    0.6300
    342516.0000      36.659155     117.112502     100.000000   16.0800    1.1200    0.2000      17    0.6300
    342517.0000      36.659163     117.112680     100.000000   16.0000    0.8400    0.4500      17    0.6300
    342518.0000      36.659169     117.112857     101.000000   15.9400    0.6400    0.4500      17    0.6300
    342519.0000      36.659175     117.113035     101.000000   16.1300    0.8600    0.2800      17    0.6300
    342520.0000      36.659183     117.113217     102.000000   16.3500    0.8600    0.5600      17    0.6300
    342521.0000      36.659190     117.113401     102.000000   16.5000    0.8800    0.5400      17    0.6300
    342522.0000      36.659199     117.113585     103.000000   16.3600    0.9600    0.4400      17    0.6300
    342523.0000      36.659207     117.113767     103.000000   16.2300    0.8100    0.5100      17    0.6300
    342524.0000      36.659214     117.113949     104.000000   16.3700    0.7300    0.6400      17    0.6300
    342525.0000      36.659220     117.114133     104.000000   16.5100    0.7100    0.4500      17    0.6300
    342526.0000      36.659227     117.114320     105.000000   16.8000    0.9000    0.6600      17    0.6300
    342527.0000      36.659236     117.114509     106.000000   16.9500    1.0100    0.6600      17    0.6300
    342528.0000      36.659246     117.114700     106.000000   17.0700    1.1300    0.4900      17    0.6300
    342529.0000      36.659257     117.114893     107.000000   17.3400    1.1600    0.5300      17    0.6300
    342530.0000      36.659268     117.115089     107.000000   17.5600    1.2400    0.6900      17    0.6300
    342531.0000      36.659279     117.115288     108.000000   17.8000    1.1600    0.5300      17    0.6300
