       gpst                      B                   L                    H            E(m/s)    N(m/s)   U(m/s) SatNum   DOP
    342727.0000      36.669061     117.129706      89.000000   -3.3400    5.9100    0.0200      15    0.6600
    342728.0000      36.669112     117.129669      89.000000   -3.3000    5.6100    0.1100      15    0.6300
    342729.0000      36.669157     117.129638      89.000000   -2.5700    4.9700    0.0400      15    0.6300
    342730.0000      36.669194     117.129613      89.000000   -2.3000    4.0000   -0.1400      15    0.6300
    342731.0000      36.669229     117.129591      89.000000   -2.1200    4.0600   -0.1600      15    0.6600
    342732.0000      36.669263     117.129568      89.000000   -2.2800    3.9000   -0.1000      15    0.6600
    342733.0000      36.669299     117.129543      89.000000   -2.3200    4.0500   -0.0400      16    0.7000
    342734.0000      36.669334     117.129518      89.000000   -2.1200    3.7000    0.0400      16    0.6300
    342735.0000      36.669368     117.129495      89.000000   -1.9900    3.5800   -0.0400      16    0.6800
    342736.0000      36.669395     117.129477      88.000000   -1.6400    2.7400   -0.1400      15    0.7000
    342737.0000      36.669418     117.129460      88.000000   -1.5600    2.6300   -0.1300      16    0.7000
    342738.0000      36.669443     117.129444      88.000000   -1.6300    3.0300   -0.3500      16    0.6600
    342739.0000      36.669472     117.129425      88.000000   -1.7500    3.3100   -0.2500      16    0.6300
    342740.0000      36.669506     117.129407      87.000000   -1.6700    3.6700   -0.2200      16    0.6600
    342741.0000      36.669543     117.129391      87.000000   -1.3300    4.0500   -0.2900      16    0.6600
    342742.0000      36.669583     117.129384      87.000000   -0.5100    4.3500   -0.2800      16    0.6600
    342743.0000      36.669628     117.129389      87.000000    0.6700    4.7700   -0.2200      16    0.6600
    342744.0000      36.669672     117.129412      87.000000    2.1100    4.7300   -0.2400      16    0.6600
    342745.0000      36.669715     117.129453      86.000000    3.7000    4.6600   -0.2300      16    0.6600
    342746.0000      36.669758     117.129513      86.000000    5.2600    4.6600   -0.1700      16    0.6600
    342747.0000      36.669801     117.129587      86.000000    6.4800    4.8200   -0.1400      16    0.6600
    342748.0000      36.669849     117.129669      86.000000    7.0900    5.4500   -0.0200      16    0.6600
    342749.0000      36.669905     117.129754      86.000000    7.4200    6.3600    0.0700      15    0.6600
    342750.0000      36.669965     117.129833      86.000000    6.9800    6.5900    0.0800      15    0.6600
    342751.0000      36.670029     117.129906      86.000000    6.5800    6.8900    0.1200      15    0.6900
    342752.0000      36.670099     117.129976      86.000000    6.6600    7.8700    0.0600      16    0.6800
    342753.0000      36.670179     117.130049      86.000000    6.8800    8.9600   -0.1800      16    0.6500
    342754.0000      36.670266     117.130121      86.000000    6.6700    9.5700   -0.1300      16    0.6800
    342755.0000      36.670353     117.130191      86.000000    6.1700    9.4400    0.1000      15    0.6900
    342756.0000      36.670443     117.130259      86.000000    6.0900    9.9900   -0.0800      16    0.7100
    342757.0000      36.670537     117.130325      86.000000    6.0300   10.6800    0.0500      16    0.6600
    342758.0000      36.670633     117.130388      86.000000    5.5500   10.5500   -0.0400      16    0.6600
    342759.0000      36.670728     117.130445      86.000000    5.0500   10.4900   -0.0700      16    0.6600
    342760.0000      36.670820     117.130499      86.000000    4.8900   10.1300    0.0400      14    0.7300
    342761.0000      36.670908     117.130549      86.000000    4.6100    9.8600    0.1100      14    0.6600
    342762.0000      36.670996     117.130596      86.000000    4.1300    9.9600    0.0800      15    0.6600
    342763.0000      36.671087     117.130634      86.000000    3.3300   10.1900   -0.0000      16    0.6500
    342764.0000      36.671179     117.130663      86.000000    2.4900   10.1900   -0.0200      14    0.6900
    342765.0000      36.671273     117.130683      86.000000    1.8600   10.3200   -0.0900      14    0.6900
    342766.0000      36.671369     117.130697      86.000000    1.3500   10.6900   -0.1900      14    0.6900
    342767.0000      36.671468     117.130706      86.000000    0.8500   11.0200   -0.2700      14    0.7300
    342768.0000      36.671569     117.130711      86.000000    0.5500   11.1800   -0.3800      14    0.6300
    342769.0000      36.671672     117.130713      85.000000    0.1700   11.3500   -0.3900      13    0.6600
    342770.0000      36.671774     117.130710      85.000000   -0.4000   11.2700   -0.2700      16    0.6300
    342771.0000      36.671875     117.130700      84.000000   -0.9000   11.3500   -0.4700      16    0.6300
    342772.0000      36.671977     117.130683      84.000000   -1.6300   11.3200   -0.4600      16    0.6300
    342773.0000      36.672078     117.130658      84.000000   -2.3200   11.3000   -0.3800      15    0.6600
    342774.0000      36.672179     117.130626      83.000000   -2.7800   11.3000   -0.4000      14    0.6600
    342775.0000      36.672279     117.130587      83.000000   -3.4300   11.2500   -0.3800      15    0.6600
    342776.0000      36.672381     117.130545      82.000000   -3.7700   11.3100   -0.3400      14    0.8700
    342777.0000      36.672482     117.130499      82.000000   -4.1200   11.3100   -0.4800      14    0.8700
    342778.0000      36.672584     117.130448      82.000000   -4.6100   11.2100   -0.4500      14    0.6600
    342779.0000      36.672683     117.130392      81.000000   -5.0700   10.9800   -0.4800      15    0.6600
    342780.0000      36.672781     117.130331      80.000000   -5.5800   10.8600   -0.6600      16    0.6300
    342781.0000      36.672875     117.130264      80.000000   -6.0100   10.4500   -0.6300      13    0.8700
    342782.0000      36.672960     117.130198      79.000000   -5.7600    9.3400   -0.5600      14    0.8700
    342783.0000      36.673036     117.130137      79.000000   -5.3000    8.3600   -0.5500      14    0.8700
    342784.0000      36.673105     117.130084      78.000000   -4.7800    7.8900   -0.4700      14    0.8700
    342785.0000      36.673175     117.130038      78.000000   -4.1100    8.1000   -0.4200      14    0.8700
    342786.0000      36.673250     117.130004      77.000000   -3.1700    8.5200   -0.5400      13    0.7300
    342787.0000      36.673328     117.129978      77.000000   -2.4200    8.5300   -0.4400      13    0.8700
    342788.0000      36.673400     117.129961      76.000000   -1.6000    7.5700   -0.2300      15    0.6300
    342789.0000      36.673465     117.129956      76.000000   -0.4000    6.9300   -0.1200      15    0.6300
    342790.0000      36.673522     117.129964      76.000000    0.8400    6.3300   -0.0900      15    0.6500
    342791.0000      36.673577     117.129985      76.000000    1.9000    6.3000   -0.0600      15    0.6900
    342792.0000      36.673638     117.130014      76.000000    2.4400    7.1300   -0.1800      15    0.6900
    342793.0000      36.673710     117.130047      76.000000    2.7700    8.2200   -0.1100      15    0.7100
    342794.0000      36.673794     117.130081      76.000000    3.0500    9.3000   -0.2300      14    0.6900
    342795.0000      36.673886     117.130115      76.000000    3.0800    9.9400   -0.3100      15    0.6600
    342796.0000      36.673979     117.130148      76.000000    2.9600    9.8800    0.1100      16    0.6300
    342797.0000      36.674068     117.130177      76.000000    2.6700    9.7000   -0.0900      16    0.6700
    342798.0000      36.674154     117.130202      75.000000    2.4000    9.6300   -0.4500      16    0.6600
    342799.0000      36.674240     117.130225      75.000000    2.0600    9.7200   -0.3600      15    0.6900
    342800.0000      36.674325     117.130245      74.000000    1.9100    9.5900   -0.3500      16    0.6600
    342801.0000      36.674405     117.130265      74.000000    1.8700    8.7600   -0.4000      15    0.6500
    342802.0000      36.674475     117.130292      74.000000    2.6300    7.6200   -0.4100      15    0.6700
    342803.0000      36.674529     117.130334      73.000000    4.0300    5.8700   -0.3000      16    0.6500
    342804.0000      36.674567     117.130396      73.000000    5.6300    4.0800   -0.2500      15    0.6500
    342805.0000      36.674592     117.130474      73.000000    6.7600    2.8900   -0.1100      15    0.6500
    342806.0000      36.674609     117.130564      73.000000    7.7300    2.1500    0.1500      14    0.7200
    342807.0000      36.674624     117.130660      74.000000    8.3800    1.9000    0.3100      14    0.7500
    342808.0000      36.674642     117.130761      74.000000    8.9400    2.0900    0.3500      14    0.7500
    342809.0000      36.674664     117.130866      75.000000    9.4400    2.3000    0.4800      15    0.6800
    342810.0000      36.674686     117.130965      75.000000    8.7200    2.2100    0.5300      15    0.6800
    342811.0000      36.674709     117.131056      76.000000    8.1100    2.1700    0.5600      17    0.6700
    342812.0000      36.674729     117.131141      76.000000    7.8000    1.9600    0.5200      17    0.6300
    342813.0000      36.674745     117.131218      77.000000    7.0600    1.6100    0.4100      17    0.6500
    342814.0000      36.674751     117.131289      77.000000    6.4500    0.4000    0.3400      16    0.6500
    342815.0000      36.674741     117.131353      77.000000    5.7000   -1.5200    0.2600      16    0.6300
    342816.0000      36.674712     117.131399      77.000000    3.8800   -3.2600    0.1800      15    0.6800
    342817.0000      36.674678     117.131422      78.000000    1.8200   -3.4100    0.1300      16    0.6300
    342818.0000      36.674645     117.131430      78.000000    0.9700   -3.2300    0.1200      15    0.6500
    342819.0000      36.674613     117.131433      78.000000    0.6700   -3.7100    0.2600      15    0.6300
    342820.0000      36.674577     117.131440      78.000000    0.9300   -4.3500    0.4400      14    0.6300
    342821.0000      36.674534     117.131454      79.000000    1.4100   -5.0100    0.5600      13    0.6500
    342822.0000      36.674481     117.131476      80.000000    1.7600   -6.3800    0.5600      13    0.6300
    342823.0000      36.674421     117.131498      80.000000    1.7000   -6.5900    0.5100      13    0.6500
    342824.0000      36.674363     117.131517      81.000000    1.3100   -6.3400    0.5700      15    0.6600
    342825.0000      36.674313     117.131531      82.000000    1.1900   -5.4100    0.5700      14    0.7000
    342826.0000      36.674274     117.131548      82.000000    1.7300   -4.3600    0.7600      14    0.6700
    342827.0000      36.674246     117.131578      83.000000    3.0300   -3.3400    0.8200      14    0.6700
    342828.0000      36.674227     117.131625      84.000000    4.4100   -2.3900    0.8800      14    0.6700
    342829.0000      36.674217     117.131685      85.000000    5.3300   -1.3100    0.7300      15    0.6700
    342830.0000      36.674219     117.131751      86.000000    5.6500    0.2800    0.6000      16    0.6600
    342831.0000      36.674229     117.131824      86.000000    6.4200    0.9200    0.4000      16    0.6600
    342832.0000      36.674245     117.131905      86.000000    7.2600    1.8100    0.3700      16    0.6600
    342833.0000      36.674263     117.131994      87.000000    8.0400    1.8700    0.3800      16    0.6600
    342834.0000      36.674282     117.132087      87.000000    8.3000    2.0900    0.6100      16    0.6600
    342835.0000      36.674300     117.132183      88.000000    8.5500    2.2000    0.8600      16    0.6600
    342836.0000      36.674319     117.132282      89.000000    8.9400    2.2700    0.8600      16    0.6600
    342837.0000      36.674340     117.132384      90.000000    9.3000    2.3800    0.9900      16    0.6600
    342838.0000      36.674358     117.132482      91.000000    8.5300    2.0800    0.9600      16    0.6600
    342839.0000      36.674374     117.132566      92.000000    7.3700    1.6200    0.8800      16    0.6600
    342840.0000      36.674387     117.132639      93.000000    6.6200    1.5600    0.6200      15    0.6600
    342841.0000      36.674398     117.132704      93.000000    5.9700    1.3600    0.6000      16    0.6600
    342842.0000      36.674410     117.132761      94.000000    5.3500    1.3500    0.5000      16    0.6300
    342843.0000      36.674423     117.132816      94.000000    5.0400    1.4400    0.0700      16    0.6600
    342844.0000      36.674444     117.132861      94.000000    3.9300    2.5300    0.0900      16    0.6600
    342845.0000      36.674474     117.132890      94.000000    2.2800    3.2600    0.0900      16    0.6600
    342846.0000      36.674505     117.132898      94.000000    0.5100    3.1700    0.0400      15    0.6700
    342847.0000      36.674531     117.132891      94.000000   -0.4600    2.4600    0.0300      16    0.6600
    342848.0000      36.674550     117.132874      94.000000   -1.3600    2.0600   -0.0300      16    0.6600
    342849.0000      36.674563     117.132847      94.000000   -2.2900    1.5300   -0.2600      16    0.6700
    342850.0000      36.674568     117.132816      93.000000   -2.6800    0.5900   -0.1000      15    0.6600
    342851.0000      36.674567     117.132794      93.000000   -1.7200    0.0200    0.0200      14    0.6600
    342852.0000      36.674566     117.132793      93.000000   -0.0200    0.0100   -0.0800      14    0.6500
    342853.0000      36.674566     117.132797      93.000000   -0.0300   -0.0000   -0.0500      14    0.7000
    342854.0000      36.674568     117.132804      93.000000    0.1900    0.0600   -0.0300      15    0.6700
    342855.0000      36.674570     117.132812      93.000000    0.5000    0.0800   -0.0100      14    0.7200
    342856.0000      36.674572     117.132821      93.000000    0.7400    0.1400   -0.0200      14    0.6500
    342857.0000      36.674576     117.132824      93.000000    0.1500    0.4900    0.0500      14    0.7200
    342858.0000      36.674582     117.132825      93.000000    0.1600    0.6700    0.0400      14    0.6700
    342859.0000      36.674589     117.132825      94.000000    0.1600    0.7200    0.0400      13    0.7200
    342860.0000      36.674596     117.132826      94.000000    0.1500    0.7800    0.0600      14    0.7300
    342861.0000      36.674602     117.132828      93.000000    0.1500    0.7200   -0.0800      14    0.7500
    342862.0000      36.674610     117.132831      93.000000    0.1400    0.8900   -0.0600      14    0.6800
    342863.0000      36.674614     117.132833      93.000000    0.0900    0.5000   -0.0800      13    0.6800
    342864.0000      36.674618     117.132834      93.000000    0.0600    0.4200   -0.0800      13    0.6800
    342865.0000      36.674618     117.132835      93.000000   -0.0400    0.1600    0.0700      11    0.6500
    342866.0000      36.674618     117.132835      93.000000   -0.0200    0.3100    0.0500      11    0.6800
    342867.0000      36.674619     117.132835      93.000000   -0.0100    0.1300   -0.2900      10    0.6900
    342868.0000      36.674620     117.132835      93.000000    0.0000    0.0200   -0.0400      10    0.6500
    342869.0000      36.674620     117.132836      93.000000   -0.0100   -0.0600    0.1800      10    0.6500
    342870.0000      36.674617     117.132836      93.000000    0.0400   -0.4200    0.0900      12    0.6500
    342871.0000      36.674610     117.132838      93.000000    0.0200   -0.6900    0.0700      13    0.6800
    342872.0000      36.674608     117.132838      93.000000    0.0300    0.0600    0.0800      14    0.6500
    342873.0000      36.674605     117.132839      93.000000    0.0400   -0.3900    0.1000      14    0.6500
    342874.0000      36.674597     117.132844      93.000000    0.5400   -1.0400    0.1700      14    0.6500
    342875.0000      36.674587     117.132853      93.000000    0.7500   -0.9200    0.0900      14    0.6700
    342876.0000      36.674577     117.132865      93.000000    0.8600   -0.8600    0.0900      14    0.6700
    342877.0000      36.674568     117.132875      94.000000    0.7400   -0.8500    0.1600      15    0.6700
    342878.0000      36.674567     117.132876      94.000000    0.0100    0.0100    0.0900      15    0.6700
    342879.0000      36.674568     117.132875      94.000000   -0.0100    0.0300    0.0500      15    0.6700
    342880.0000      36.674570     117.132872      94.000000   -0.2200    0.2000    0.0200      15    0.6500
    342881.0000      36.674573     117.132868      94.000000   -0.3200    0.3000    0.0200      15    0.6700
    342882.0000      36.674577     117.132864      94.000000   -0.3600    0.5200    0.0100      15    0.6700
    342883.0000      36.674581     117.132864      93.000000    0.0400    0.4600   -0.0300      14    0.7000
    342884.0000      36.674585     117.132866      93.000000    0.0700    0.6000   -0.0200      14    0.7000
    342885.0000      36.674590     117.132868      93.000000    0.0700    0.5500   -0.0300      14    0.6700
    342886.0000      36.674596     117.132870      93.000000    0.1000    0.6800   -0.0300      14    0.6500
    342887.0000      36.674601     117.132872      94.000000    0.0900    0.5500    0.2000      14    0.6700
    342888.0000      36.674603     117.132873      94.000000    0.0500    0.2700    0.1500      14    0.6800
    342889.0000      36.674605     117.132873      94.000000    0.0800    0.2400    0.0800      14    0.6500
    342890.0000      36.674605     117.132874      94.000000    0.0300    0.1200    0.0500      14    0.6800
    342891.0000      36.674604     117.132874      94.000000    0.0400    0.1300   -0.1000      14    0.6800
    342892.0000      36.674604     117.132874      94.000000    0.0800    0.0700   -0.0600      14    0.7300
    342893.0000      36.674604     117.132874      94.000000    0.1300    0.1100   -0.0400      14    0.7000
    342894.0000      36.674605     117.132875      94.000000    0.0600    0.1400   -0.2000      13    0.6800
    342895.0000      36.674605     117.132876      94.000000    0.0800    0.1200   -0.1000      13    0.7300
    342896.0000      36.674606     117.132876      94.000000    0.0300    0.1700    0.0600      15    0.6500
    342897.0000      36.674608     117.132876      94.000000   -0.0100    0.4000   -0.1100      14    0.6800
    342898.0000      36.674611     117.132877      93.000000    0.0500    0.2500   -0.1000      13    0.7300
    342899.0000      36.674614     117.132878      93.000000    0.0400    0.2500   -0.0700      13    0.6500
    342900.0000      36.674616     117.132879      93.000000   -0.0400    0.3600   -0.0500      13    0.7000
    342901.0000      36.674619     117.132879      93.000000   -0.0300    0.2700   -0.0500      11    0.6700
    342902.0000      36.674622     117.132879      93.000000   -0.0400    0.3200   -0.1200      10    0.6500
    342903.0000      36.674622     117.132879      93.000000    0.0100   -0.0500    0.0100      12    0.6900
    342904.0000      36.674620     117.132879      93.000000   -0.0100    0.0000    0.2500      11    0.6500
    342905.0000      36.674620     117.132879      93.000000    0.0200   -0.0500    0.1400      11    0.6500
    342906.0000      36.674618     117.132881      93.000000    0.1800   -0.3800   -0.1200      11    0.7000
    342907.0000      36.674611     117.132885      93.000000    0.4300   -0.7200   -0.1100      12    0.6800
    342908.0000      36.674610     117.132886      93.000000    0.0700    0.0600   -0.1000      13    0.6800
    342909.0000      36.674604     117.132889      93.000000    0.3300   -0.8000   -0.0800      14    0.7000
    342910.0000      36.674603     117.132890      93.000000    0.0200    0.0300   -0.0300      14    0.6700
    342911.0000      36.674603     117.132890      93.000000   -0.0100    0.0100   -0.0100      14    0.7500
    342912.0000      36.674603     117.132890      93.000000   -0.0000   -0.0200   -0.0100      14    0.7500
    342913.0000      36.674604     117.132890      93.000000   -0.0100    0.1000   -0.0100      14    0.7500
    342914.0000      36.674605     117.132890      93.000000   -0.0900    0.2300   -0.0100      14    0.7800
    342915.0000      36.674609     117.132889      93.000000   -0.1500    0.4100   -0.0200      14    0.7500
    342916.0000      36.674613     117.132889      93.000000   -0.0500    0.3800   -0.0200      14    0.6700
    342917.0000      36.674619     117.132889      93.000000   -0.0000    0.6100   -0.0200      14    0.7000
    342918.0000      36.674623     117.132890      93.000000    0.0500    0.3700   -0.1300      14    0.6500
    342919.0000      36.674625     117.132891      93.000000    0.0200    0.1700   -0.1100      11    0.7300
    342920.0000      36.674626     117.132891      93.000000   -0.0600    0.2100   -0.0700      11    0.7300
    342921.0000      36.674628     117.132891      93.000000   -0.0600    0.2700   -0.0600      11    0.6800
    342922.0000      36.674630     117.132890      92.000000   -0.1200    0.2200   -0.0100      11    0.6800
    342923.0000      36.674630     117.132890      93.000000   -0.0400    0.1000   -0.0100      11    0.6500
    342924.0000      36.674630     117.132890      93.000000   -0.0400    0.1600   -0.0200      11    0.6800
    342925.0000      36.674631     117.132890      93.000000   -0.1000    0.1900    0.0100      11    0.6900
    342926.0000      36.674631     117.132890      93.000000   -0.0400    0.1300    0.0100      10    0.7300
    342927.0000      36.674631     117.132890      93.000000    0.0100    0.0400   -0.1100      10    0.6800
    342928.0000      36.674631     117.132890      93.000000    0.0200    0.0300   -0.0100      10    0.6800
    342929.0000      36.674631     117.132890      93.000000   -0.0000    0.0000    0.0200      10    0.6800
    342930.0000      36.674631     117.132890      93.000000    0.0100    0.0400   -0.1600      10    0.6800
    342931.0000      36.674631     117.132891      93.000000   -0.0000   -0.0400    0.0600      10    0.6800
    342932.0000      36.674631     117.132891      93.000000    0.0100   -0.0800    0.2100      10    0.6800
    342933.0000      36.674631     117.132891      93.000000   -0.0000   -0.0000    0.0100      10    0.6800
    342934.0000      36.674631     117.132891      93.000000   -0.0000   -0.0100    0.0100      10    0.7700
    342935.0000      36.674631     117.132892      93.000000   -0.0000    0.0400   -0.0200      10    0.6800
    342936.0000      36.674631     117.132892      93.000000   -0.0100    0.0200   -0.0600      10    0.6800
    342937.0000      36.674631     117.132892      93.000000   -0.0200   -0.0200    0.1100      10    0.6800
    342938.0000      36.674631     117.132892      93.000000    0.0100   -0.0300    0.0600      11    0.6800
    342939.0000      36.674631     117.132892      93.000000    0.0000    0.0400   -0.1200      11    0.6800
    342940.0000      36.674631     117.132893      93.000000    0.0200    0.0100   -0.0300      11    0.6800
    342941.0000      36.674631     117.132893      93.000000    0.0100   -0.0100    0.0600      11    0.7100
    342942.0000      36.674631     117.132893      93.000000   -0.0200    0.0400    0.0400      11    0.7500
    342943.0000      36.674632     117.132893      93.000000   -0.0000    0.0000    0.0100      11    0.7100
    342944.0000      36.674632     117.132893      93.000000   -0.0100    0.0100    0.0200      11    0.7100
    342945.0000      36.674632     117.132893      93.000000   -0.0100    0.0200   -0.0000      11    0.7100
    342946.0000      36.674632     117.132894      93.000000   -0.0000    0.0500   -0.0900      11    0.7700
    342947.0000      36.674632     117.132894      93.000000   -0.0100    0.0100    0.0100      11    0.7200
    342948.0000      36.674632     117.132894      93.000000   -0.0100    0.0000   -0.0000      11    0.7600
    342949.0000      36.674632     117.132894      93.000000   -0.0000   -0.0300    0.1500      12    0.7100
    342950.0000      36.674632     117.132894      93.000000    0.0000   -0.0600    0.1000      12    0.7100
    342951.0000      36.674632     117.132894      93.000000   -0.0100    0.0200    0.0100      12    0.7100
    342952.0000      36.674631     117.132894      93.000000    0.0100    0.0400    0.0500      12    0.7100
    342953.0000      36.674631     117.132894      93.000000   -0.0200   -0.0300    0.1900      12    0.7100
    342954.0000      36.674631     117.132894      93.000000   -0.0200    0.0300    0.0200      12    0.6900
    342955.0000      36.674631     117.132894      93.000000   -0.0300    0.0300   -0.0000      12    0.7100
    342956.0000      36.674631     117.132895      93.000000    0.0300   -0.0000   -0.2300      12    0.6900
    342957.0000      36.674631     117.132895      93.000000   -0.0100    0.0300    0.0500      12    0.6500
    342958.0000      36.674631     117.132895      93.000000   -0.0500    0.0400    0.3900      11    0.6900
    342959.0000      36.674631     117.132895      93.000000    0.0100   -0.0600    0.1600      11    0.6500
    342960.0000      36.674630     117.132895      93.000000   -0.0200   -0.0200    0.1500      11    0.7000
    342961.0000      36.674630     117.132896      93.000000   -0.0100    0.0200    0.1700      11    0.7000
    342962.0000      36.674630     117.132895      93.000000   -0.0400    0.0200    0.2000      11    0.6600
    342963.0000      36.674630     117.132896      93.000000    0.0100    0.0400   -0.1100      11    0.6300
    342964.0000      36.674630     117.132896      93.000000   -0.0100    0.0700    0.0900      12    0.6600
    342965.0000      36.674629     117.132896      93.000000    0.0000    0.0700    0.1400      12    0.6600
    342966.0000      36.674629     117.132896      93.000000   -0.0000    0.0300   -0.1500      12    0.6600
    342967.0000      36.674629     117.132896      93.000000    0.0100    0.0200   -0.1200      12    0.7100
    342968.0000      36.674629     117.132896      93.000000    0.0100   -0.0100    0.0200      13    0.6900
    342969.0000      36.674628     117.132897      93.000000    0.0100    0.0000   -0.2600      13    0.6900
    342970.0000      36.674628     117.132897      93.000000    0.0100   -0.0200   -0.0700      13    0.6900
    342971.0000      36.674628     117.132897      93.000000    0.0000   -0.0100    0.0800      13    0.6900
    342972.0000      36.674628     117.132897      93.000000   -0.0100    0.0100    0.0600      13    0.6900
    342973.0000      36.674628     117.132897      93.000000   -0.0100    0.0200    0.0600      13    0.7000
    342974.0000      36.674628     117.132897      93.000000    0.0100    0.0100    0.0400      12    0.6800
    342975.0000      36.674628     117.132897      93.000000    0.0200    0.0100   -0.2000      12    0.7000
    342976.0000      36.674628     117.132897      93.000000    0.0100   -0.0000   -0.1500      12    0.6900
    342977.0000      36.674628     117.132897      93.000000    0.0100   -0.0100   -0.1300      12    0.7000
    342978.0000      36.674627     117.132898      92.000000    0.0300   -0.0300   -0.3700      11    0.6900
    342979.0000      36.674627     117.132898      92.000000    0.0300   -0.0200   -0.1400      11    0.6500
    342980.0000      36.674627     117.132898      92.000000   -0.0100    0.0200    0.0300      11    0.6500
    342981.0000      36.674627     117.132898      92.000000    0.0200   -0.0300   -0.2400      11    0.6500
    342982.0000      36.674627     117.132898      92.000000    0.0200   -0.0200   -0.1600      11    0.6500
    342983.0000      36.674627     117.132898      92.000000    0.0100   -0.0200   -0.1500      11    0.6500
    342984.0000      36.674626     117.132899      92.000000    0.0300    0.0100   -0.3900      11    0.6800
    342985.0000      36.674626     117.132899      92.000000    0.0300    0.0000   -0.3200      11    0.7100
    342986.0000      36.674626     117.132899      92.000000    0.0000    0.0300   -0.1100      11    0.7100
    342987.0000      36.674626     117.132899      92.000000    0.0100    0.0100   -0.1200      11    0.7100
    342988.0000      36.674626     117.132899      92.000000    0.0100   -0.0000    0.0100      11    0.7100
    342989.0000      36.674625     117.132900      92.000000    0.0000   -0.0100    0.0100      11    0.6800
    342990.0000      36.674625     117.132900      92.000000    0.0200    0.0100   -0.1700      11    0.6800
    342991.0000      36.674625     117.132900      92.000000    0.0200   -0.0300   -0.4500      11    0.6800
    342992.0000      36.674624     117.132901      91.000000    0.0500   -0.0300   -0.5800      11    0.6800
    342993.0000      36.674624     117.132901      91.000000    0.0100    0.0000   -0.1500      11    0.7300
    342994.0000      36.674624     117.132901      91.000000    0.0100   -0.0300    0.0700      11    0.7600
    342995.0000      36.674624     117.132901      91.000000   -0.0500    0.0300    0.3500      11    0.7300
    342996.0000      36.674624     117.132900      92.000000   -0.0400    0.0200    0.2800      11    0.7600
    342997.0000      36.674623     117.132900      92.000000   -0.0400    0.0300    0.2400      11    0.7700
    342998.0000      36.674623     117.132900      92.000000   -0.0200    0.0300    0.2100      11    0.8300
    342999.0000      36.674623     117.132900      92.000000   -0.0100    0.0000    0.1300      11    0.7700
    343000.0000      36.674623     117.132900      92.000000   -0.0100    0.0200    0.1600      11    0.7300
    343001.0000      36.674622     117.132900      92.000000   -0.0400    0.0000    0.2100      11    0.7000
    343002.0000      36.674622     117.132900      92.000000   -0.0300   -0.0100    0.1500      11    0.6900
    343003.0000      36.674622     117.132900      92.000000   -0.0200   -0.0100    0.1300      11    0.7000
    343004.0000      36.674622     117.132899      93.000000   -0.0400    0.0300    0.2800      11    0.7600
    343005.0000      36.674621     117.132899      93.000000   -0.0300    0.0000    0.1800      11    0.8300
    343006.0000      36.674621     117.132899      93.000000   -0.0000    0.0200    0.1900      11    0.8300
    343007.0000      36.674621     117.132900      93.000000   -0.0200   -0.0000    0.0800      11    0.8700
    343008.0000      36.674621     117.132900      93.000000   -0.0100    0.0000    0.0800      11    0.7700
    343009.0000      36.674621     117.132900      93.000000   -0.0100   -0.0100    0.1300      11    0.7300
    343010.0000      36.674621     117.132900      93.000000   -0.0200    0.0100    0.1200      11    0.7600
    343011.0000      36.674621     117.132900      93.000000   -0.0000    0.0400   -0.0500      11    0.6800
    343012.0000      36.674621     117.132900      93.000000    0.0000    0.0200   -0.0500      11    0.7600
    343013.0000      36.674621     117.132900      93.000000    0.0000    0.0100   -0.0500      11    0.7600
    343014.0000      36.674620     117.132900      93.000000    0.0300   -0.0200   -0.2700      11    0.7600
    343015.0000      36.674620     117.132900      93.000000    0.0100    0.0200   -0.0800      11    0.7600
    343016.0000      36.674620     117.132901      93.000000   -0.0100    0.0200    0.1600      11    0.7600
    343017.0000      36.674620     117.132901      93.000000   -0.0100   -0.0100   -0.0100      11    0.7700
    343018.0000      36.674620     117.132901      93.000000   -0.0000   -0.0100   -0.0000      11    0.8300
    343019.0000      36.674620     117.132901      93.000000    0.0000   -0.0000   -0.0100      11    0.7600
    343020.0000      36.674620     117.132901      93.000000   -0.0000    0.0000   -0.0100      11    0.7500
    343021.0000      36.674620     117.132901      93.000000    0.0000   -0.0000   -0.0100      11    0.7500
    343022.0000      36.674620     117.132901      93.000000   -0.0000    0.0000   -0.0100      11    0.7500
    343023.0000      36.674620     117.132901      93.000000   -0.0000    0.0000   -0.0100      11    0.7800
    343024.0000      36.674620     117.132902      93.000000   -0.0100    0.0100    0.0300      10    0.7800
    343025.0000      36.674620     117.132902      93.000000   -0.0200   -0.0100    0.0200      10    0.7000
    343026.0000      36.674620     117.132902      93.000000    0.0000    0.0400   -0.1700      10    0.7000
    343027.0000      36.674620     117.132902      93.000000   -0.0000    0.0300   -0.1200      11    0.7000
    343028.0000      36.674620     117.132902      93.000000   -0.0200   -0.0200    0.0300      11    0.7000
    343029.0000      36.674620     117.132902      93.000000    0.0100    0.0500   -0.2300      11    0.7000
    343030.0000      36.674620     117.132902      93.000000    0.0000    0.0400   -0.1700      11    0.7000
    343031.0000      36.674620     117.132902      93.000000   -0.0000    0.0300   -0.1600      11    0.7000
    343032.0000      36.674620     117.132902      93.000000    0.0100    0.0300   -0.1400      11    0.7200
    343033.0000      36.674620     117.132902      93.000000    0.0100   -0.0100   -0.0800      11    0.7000
    343034.0000      36.674620     117.132902      93.000000    0.0000    0.0100    0.0200      11    0.7000
